AACG:1,679642857142856
AACI:9,843125654450255
AADI:20,337773819444436
AAL:17,53244047420635
AAME:3,2469642857142866
AAOI:4,347311507936509
AAON:41,917777779761906
AAPL:157,2765672718255
AATC:6,46972222222222
ABCB:47,48732142460318
ABCL:12,064714301587301
ABCM:18,35529962896825
ABEO:12,291507936507935
ABIO:2,4135119047619056
ABMD:308,02893265873024
ABNB:149,91968249007934
ABOS:7,9146468392857185
ABSI:8,655688494047629
ABUS:3,1819246031746005
ABVC:24,349285734126973
ACABU:10,00790068493151
ACAD:19,734642875000002
ACAH:9,772472222222232
ACAXU:10,036751851851859
ACB:4,443093253968249
ACBA:10,169005952380978
ACBAU:10,474232142857144
ACCD:22,203367075396848
ACER:2,214007936507937
ACET:12,702932517857144
ACGL:44,337916755952364
ACGLN:22,846190488095253
ACGLO:24,599390867063505
ACHC:64,51466269246036
ACHL:4,1947817460317465
ACHV:7,193670634920637
ACIU:4,719726190476192
ACIW:30,47283727380951
ACLS:60,14926589285712
ACMR:24,304900125
ACNB:31,350734123015872
ACOR:44,24166670039684
ACRS:14,72935118849207
ACRX:10,535317474206344
ACST:8,28059523809524
ACT:22,169415234782605
ACTG:4,97589285714286
ACVA:14,418910700396829
ACXP:4,109115079365082
ADAG:7,281265873015872
ADAP:3,168021825396825
ADBE:511,0191656448409
ADER:9,832937499999991
ADES:6,053670634920635
ADI:165,69424569047612
ADIL:58,8655753968254
ADMA:1,6334007936507935
ADN:4,925549603174602
ADOC:10,195367063492057
ADP:218,95404738293644
ADPT:19,77494645039681
ADSE:8,362184523809528
ADSK:242,15174632539677
ADTH:7,694297619047618
ADTN:19,93313492063493
ADTX:1533,9087301587301
ADUS:85,91146814880945
ADV:6,656746031746029
ADVM:1,6179265873015876
ADXN:112,81630970039683
AEAE:9,906810650887579
AEHL:17,013888906746036
AEHR:12,78750000793651
AEI:18,410753938492075
AEIS:84,69789685119046
AEMD:20,256944456349192
AEP:91,61559519047616
AEY:16,561912692460325
AEYE:7,223035714285708
AEZS:9,94446428571429
AFBI:14,866585317460324
AFCG:19,700579301587304
AFIB:3,8309365079365114
AFMD:4,697176587301589
AFRM:69,15724198412696
AFYA:14,558932541666671
AGEN:3,213428972222222
AGFY:1997,6329356567462
AGIL:6,830482142857144
AGIO:32,25591270436507
AGLE:94,76438490674602
AGMH:4,609815476190474
AGNC:13,981170630952379
AGNCM:24,193541660714278
AGNCN:24,80318247222222
AGNCO:24,295809476190474
AGNCP:23,66442263492064
AGRI:112,39672617857143
AGRX:839,1039682599207
AGYS:44,60704361309525
AHCO:20,15295832539683
AHG:2,002255950396826
AHI:7,536771739130438
AIH:2,812700396825397
AIHS:3,430621031746032
AIP:14,188208955223885
AIRG:9,983746031746024
AIRS:11,514668344221105
AIRT:23,752023763888896
AIRTP:23,725519867063483
AKAM:107,20031750198413
AKBA:1,7463492063492054
AKRO:16,95886906150793
AKTS:6,218658730158729
AKTX:27,336984124999997
AKU:1,3866062301587296
AKYA:12,521297609126984
ALCO:36,46613091071427
ALDX:5,584839285714285
ALEC:16,834369059523805
ALF:0,05942829365079361
ALGM:28,12996431746032
ALGN:484,49922620436536
ALGS:7,105519805555551
ALGT:163,57109108730168
ALHC:13,438394835317462
ALIM:5,201432539682542
ALKS:27,327857176587305
ALKT:18,696331353174614
ALLK:36,43525792857141
ALLO:14,109285706349196
ALLR:5287,79141029141
ALLT:9,7006349265873
ALNY:165,4433731428572
ALOR:9,96937006802722
ALOT:14,214841259920627
ALPN:9,71760515873016
ALPP:14,139269851190482
ALRM:72,42197805753973
ALRN:11,880674613095241
ALRS:27,994761857142844
ALSA:9,90265734265734
ALSAU:10,13182544378698
ALT:9,454198416666662
ALTO:5,140555555555557
ALTR:64,3760457996032
ALTU:9,910295634920631
ALTUU:10,084912698412674
ALTUW:0,38286111111111115
ALVR:11,866932539682537
ALXO:28,91633531547621
ALYA:2,551845238095236
ALZN:25,03249999404762
AMAL:18,04341270436507
AMAO:10,090987896825396
AMAOU:10,207843055555612
AMAT:127,54317454166659
AMBA:124,98998009126979
AMCX:39,16829352579365
AMD:111,38295645833328
AMED:146,74634920238097
AMEH:60,03769834325393
AMGN:229,6927778432539
AMKR:22,0268253829365
AMLX:18,275837735099344
AMNB:36,110535777777805
AMPG:3,103432539682539
AMPGW:1,0780654761904747
AMPH:27,80847229166665
AMPL:34,51824097522519
AMRK:32,92838491666667
AMRN:3,2757738095238107
AMSC:9,588234126984121
AMSF:52,08222223809525
AMST:12,077404763888893
AMSWA:21,766388865079353
AMTB:29,29265875992064
AMTI:12,166490039682532
AMTX:11,823353170634922
AMWD:58,52345247420637
AMZN:149,83657863492044
ANAB:26,99063693055556
ANDE:37,860257863095214
ANEB:5,74675992063492
ANGI:7,857380952380953
ANGO:23,848174601190486
ANIK:31,41158725992065
ANIP:35,04630956746033
ANIX:3,5917460317460317
ANNX:9,464984103174604
ANSS:322,7612698154763
ANTE:7,167777777777781
ANY:21,9979722579365
ANZU:9,752159722222231
ANZUU:9,891669642857133
AOGOU:10,03870625
AOSL:42,19761899404758
AOUT:17,0586547638889
APA:32,44843259523808
APAC:9,928670258620697
APCX:1,306468253968253
APDN:3,4019246031746047
APEI:20,746686507936513
API:14,707289690476182
APLS:45,136097244047576
APLT:6,618736124999995
APM:17,640158738095245
APOG:43,40019845634923
APP:63,079956484126946
APPF:113,87637897619055
APPN:67,18018051984124
APPS:45,519801601190444
APRE:52,28365078174605
APTMU:9,835654365079355
APTO:1,5512698412698416
APTX:1,942150892857143
APVO:8,32867261706349
APWC:2,0383928571428576
APXI:9,977091240875911
APXIU:10,042832369942195
APYX:9,811549591269838
AQB:47,78857141071426
AQMS:1,3585615079365079
AQST:2,991823412698413
ARAV:2,347946428571428
ARAY:3,5271825396825403
ARBE:8,115577378968256
ARBK:10,26173555333333
ARBKL:21,681835189189172
ARCB:85,3346629007936
ARCC:20,399186500000006
ARCE:18,99686506746031
ARCT:30,553234079365076
ARDS:2,2108192658730164
ARDX:0,9773710317460311
AREB:30,87929392748092
AREC:1,9791428571428578
ARGX:315,5644951686508
ARHS:7,921382051282047
ARIZ:9,826143274853802
ARKO:9,039101190476186
ARKR:17,251309543650798
ARLP:14,547539686507928
AROW:33,18107573214287
ARQQ:14,52084721825396
ARQQW:0,6100000000000001
ARQT:19,954523799603187
ARRW:9,7473134920635
ARRY:14,396972208333333
ARTE:9,937810989010984
ARTL:8,055555551587299
ARTNA:45,09650793055555
ARTW:3,4287500000000004
ARVL:317,3674601785714
ARVN:67,7689683115079
ARWR:52,57580157539682
ARYD:9,864984126984126
ASLE:16,016134932539693
ASLN:5,888472224206349
ASMB:2,317638888888887
ASML:676,3933916210316
ASND:120,59965289087302
ASO:39,64337297420634
ASPA:9,888927310924384
ASPAU:10,25452539682543
ASPS:11,328670634920636
ASPU:2,581166805555556
ASRT:2,192123015873016
ASRV:3,9779563492063525
ASTC:21,573809531746026
ASTE:53,013154753968266
ASTL:10,128591269841268
ASTR:83,04098225000008
ASTS:8,690037698412697
ASUR:7,237996031746028
ASYS:9,768611111111108
ATAI:8,076706341269842
ATCOL:25,94077387698413
ATEC:10,639503968253967
ATER:4,691944444444442
ATEX:53,70806546825395
ATHA:9,827503966269838
ATHE:9,057341269841272
ATHX:20,999044130952388
ATIF:3,1810000000000014
ATLC:53,48720234126984
ATLCL:24,627508307692302
ATLCP:24,55274012500001
ATLO:23,729563440476184
ATNF:64,6670237797619
ATNI:42,19960314087303
ATOM:16,867605166666678
ATOS:1,79795634920635
ATRA:11,604968226190477
ATRC:61,52263882142861
ATRI:683,2049404404762
ATRO:12,156587301587303
ATSG:28,59017857341269
ATVI:75,82680505357143
ATXI:12,42720239285714
ATXS:5,9329781746031784
AUB:36,48523804563493
AUBAP:26,792644398809532
AUBN:32,00027781547618
AUDC:28,628630950396825
